PressureSensor 0,PressureSensor 1,PressureSensor 2,PressureSensor 3,PressureSensor 4,PressureSensor 5,PressureSensor 6,PressureSensor 7,PressureSensor 8,PressureSensor 9,PressureSensor 10,PressureSensor 11,PressureSensor 12,PressureSensor 13,PressureSensor 14,PressureSensor 15,PressureSensor 16,PressureSensor 17,PressureSensor 18,PressureSensor 19,PressureSensor 20,PressureSensor 21,PressureSensor 22,PressureSensor 23,PressureSensor 24,PressureSensor 25,PressureSensor 26,PressureSensor 27,PressureSensor 28,PressureSensor 29,PressureSensor 30,PressureSensor 31,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,copX,copY,sumP
31,31,32,40,31,31,31,32,32,32,31,36,31,32,32,31,31,31,31,33,31,31,31,31,32,31,31,30,31,31,31,31,11461,10374,15322,3752,14027,-11616,92.53254437869822,232.1533530571992,1014
31,31,31,41,31,31,32,31,31,32,32,36,32,32,31,32,31,31,31,33,31,31,31,31,31,32,31,30,32,32,31,31,-1674,14158,23157,6392,8177,-12010,92.3613569321534,231.63028515240904,1017
31,31,31,40,31,32,31,31,31,32,32,36,31,31,32,32,31,32,32,33,27,32,32,31,31,31,31,31,32,31,31,32,9188,4123,12554,6447,-4520,-8581,92.37487684729064,231.3182266009852,1015
31,32,32,40,34,31,31,32,31,31,32,36,31,31,32,32,31,31,32,33,31,31,32,31,31,31,31,31,32,31,31,32,3474,4053,6232,2349,-10188,-5505,92.36092066601373,232.21694417238,1021
31,31,32,40,32,31,31,32,31,31,31,36,31,31,31,32,31,31,31,33,31,31,32,32,31,32,31,31,31,31,31,31,3120,5562,4339,-55,-10526,-2717,92.33743842364532,232.70541871921185,1015
31,32,31,40,32,31,31,32,32,31,32,36,31,32,31,31,31,32,32,33,31,31,31,32,31,31,32,31,31,32,31,31,2095,6610,4922,2398,-11082,441,92.3631010794897,232.61432777232585,1019
31,32,32,40,31,31,31,31,31,31,32,36,31,32,31,31,32,31,31,30,31,31,32,31,31,31,32,30,31,31,31,32,2095,6610,4922,2398,-11082,441,92.2959486166008,232.23616600790515,1012
31,31,32,40,89,31,32,31,31,31,31,31,31,31,31,31,31,32,31,31,32,32,31,32,31,31,32,31,32,31,31,32,1287,4533,5891,6334,-11974,3631,92.32724719101124,231.71488764044943,1068
32,32,31,40,175,31,31,31,31,32,31,31,31,31,31,31,31,32,31,31,31,32,31,31,31,32,33,30,31,31,32,31,598,2723,7452,7011,-13102,6340,92.91717259323504,229.50693842150912,1153
31,31,31,41,236,31,31,31,31,31,31,30,31,31,32,31,31,31,31,30,30,32,32,31,32,31,31,30,31,32,31,31,18,3068,8715,5935,-14491,8276,93.30546357615894,227.81043046357613,1208
32,31,31,41,278,31,32,31,32,32,31,30,30,32,32,31,31,32,31,31,30,32,31,31,31,31,31,31,31,31,31,31,-1120,3244,9758,6261,-15977,9260,93.71212121212122,227.26594896331736,1254
31,31,31,41,294,32,31,31,31,31,32,31,30,31,31,31,32,31,31,31,30,31,31,31,31,31,32,30,31,31,31,31,-1120,3244,9758,6261,-15977,9260,93.80766192733016,227.07661927330173,1266
32,32,31,40,305,31,32,31,31,31,32,30,30,31,32,31,31,32,32,31,31,31,32,31,31,31,31,31,31,32,31,31,-2252,2976,11284,7538,-17196,9480,93.72308892355694,227.2890015600624,1282
31,32,31,41,425,31,32,31,31,31,31,29,30,32,31,32,31,32,31,31,29,32,31,31,32,32,31,31,30,31,31,31,-3644,2951,13377,8453,-18274,9194,94.31366237482118,224.94635193133047,1398
31,31,31,41,457,31,32,31,32,31,32,30,29,32,32,31,31,31,31,31,29,31,31,31,31,32,31,31,30,32,31,32,-5163,3426,15939,8968,-19493,8547,94.46713286713286,223.9451048951049,1430
31,31,31,40,479,32,31,31,31,31,31,31,30,32,31,32,31,31,32,30,30,31,31,32,31,32,32,30,30,31,31,32,-7556,4093,18269,9640,-20434,8178,94.55096418732782,223.9335399449036,1452
31,32,31,40,489,32,32,31,31,31,32,31,30,31,32,32,32,31,31,30,29,32,32,31,31,31,31,31,30,31,31,31,-13336,4194,20522,10106,-21139,8940,94.64661654135338,223.9904306220096,1463
31,32,31,41,507,32,32,31,31,31,32,31,30,31,31,31,31,31,32,30,29,31,31,32,32,31,31,30,29,31,32,31,-13336,4194,20522,10106,-21139,8940,94.77991886409735,223.8881000676133,1479
32,31,31,40,570,31,31,32,31,31,31,30,29,31,31,32,31,31,31,30,29,32,31,31,31,31,32,31,29,31,31,31,-21110,3295,19492,8288,-20868,11633,94.90826284970724,223.037410540013,1537
31,32,31,41,763,32,32,31,32,32,32,30,29,32,31,32,31,32,31,30,29,31,31,31,31,31,31,31,29,31,31,31,-26643,3097,13743,5001,-18285,13997,95.5971181556196,220.8951008645533,1735
32,31,31,40,898,31,32,31,31,32,32,31,29,32,31,31,31,31,31,30,28,32,32,31,31,31,31,31,28,31,32,31,-27239,560,7061,5630,-13004,13161,95.85377611140868,219.80342795929295,1867
31,31,32,40,992,32,32,31,31,101,32,31,28,31,32,31,30,31,31,31,28,31,32,31,31,30,31,31,28,31,32,31,-30101,-5438,4652,8796,-7457,10697,96.7783530571992,217.43910256410257,2028
31,30,31,41,1080,31,44,31,32,209,31,30,28,31,31,32,31,31,32,30,27,32,31,31,31,31,31,30,28,32,31,31,-32764,-10396,1906,5473,-2239,9486,97.99395432154051,214.6845051500224,2233
31,30,31,40,1017,32,158,32,32,179,31,30,28,32,31,31,30,31,31,30,28,31,31,31,31,31,32,31,28,31,30,31,-32764,-10396,1906,5473,-2239,9486,99.79582778517532,216.53040390590323,2253
31,31,32,40,602,31,238,31,31,31,31,30,29,32,30,31,31,31,52,30,29,32,30,97,31,31,31,31,29,31,31,30,-32764,-13046,-4345,-1942,6656,7778,99.6149085037675,235.26883745963403,1858
28,31,444,33,465,30,206,25,26,31,23,26,27,29,30,24,1725,31,1701,1737,1354,1035,32,2270,20,31,22,24,24,27,30,23,-4822,-3227,16065,-6393,13223,3117,94.54349705984087,428.7120373573158,11564
22,32,1207,25,22,50,173,21,22,28,18,21,22,22,26,21,2831,1140,2093,2840,2682,2597,1494,3042,19,26,20,21,21,22,25,21,2878,-5810,8511,-5889,9718,-819,89.73732182682052,440.60115873169786,20626
22,627,1408,24,102,239,300,21,21,28,18,20,21,21,22,20,3028,1704,2118,3094,2815,2853,2311,3202,19,22,20,20,21,20,22,20,-6937,1348,23501,-1357,14503,-4290,90.72017931661364,433.3004586208321,24203
22,1385,1586,24,412,445,363,22,20,290,18,20,21,20,21,20,3092,1476,2034,3196,2598,2738,2574,3259,19,20,19,20,20,20,21,20,-6937,1348,23501,-1357,14503,-4290,93.36579508037964,423.2570211117567,25815
546,1479,1627,174,911,1069,887,360,36,622,136,20,21,20,20,20,2552,1407,1938,3047,2182,2295,2352,2924,72,19,19,20,20,19,20,20,-5312,6898,19035,-2060,9921,-2458,98.78105682579876,395.7631823936844,26854
773,1372,1597,509,1415,1344,1009,620,295,780,260,21,20,20,21,20,2059,1427,1866,2788,1893,2109,2146,2757,284,19,25,20,19,97,20,20,-2277,3388,10016,-4431,4235,-893,100.790407239819,373.6820452488688,27625
838,1275,1459,692,1563,1362,1337,785,514,862,461,148,53,20,20,20,1765,1391,1751,2513,1789,2018,2132,2673,414,140,136,82,61,228,20,20,-2117,2289,9621,-2905,493,-469,100.5316551047579,355.6660535351412,28542
890,1210,1399,758,1565,1373,1373,814,604,893,552,244,117,20,20,20,1622,1373,1642,2384,1702,1971,2125,2668,529,227,223,142,127,299,20,20,-1519,2386,8817,-1305,-308,-230,99.82346332019635,346.29701652492565,28926
883,1163,1353,775,1590,1359,1402,825,660,916,604,295,166,42,20,21,1521,1349,1590,2291,1637,1934,2116,2657,594,292,281,177,144,336,20,20,-1101,2326,8421,-556,-15,-181,99.32874659869805,340.5113147108463,29033
871,1128,1318,811,1610,1384,1451,871,720,956,651,354,234,56,20,21,1391,1303,1536,2188,1540,1856,2066,2601,692,343,328,210,179,381,20,21,-1101,2326,8421,-556,-15,-181,99.1787125141699,332.8752361650235,29111
870,1108,1299,840,1647,1428,1506,938,816,996,685,414,286,63,20,26,1247,1267,1481,2088,1430,1779,2015,2521,751,362,362,218,202,404,20,21,-1328,2269,8528,-134,209,-208,99.4666609412573,325.74891789762967,29110
879,1094,1293,879,1712,1483,1573,1012,879,1039,719,463,330,72,20,30,1128,1228,1427,1993,1312,1680,1941,2425,802,379,385,231,211,442,20,21,-1153,2491,8391,161,421,-181,99.96876503333104,318.7326128788399,29102
880,1079,1282,914,1779,1535,1633,1095,943,1096,756,521,362,82,21,36,1010,1155,1382,1878,1182,1576,1855,2315,848,402,405,241,218,480,20,21,-1236,2465,8253,189,589,-201,100.5357389145576,311.29623819046964,29002
872,1059,1271,957,1869,1605,1710,1184,1023,1152,803,558,393,84,21,41,881,1091,1307,1767,1039,1451,1762,2188,904,427,429,259,227,514,20,21,-1224,2451,8158,93,711,-213,101.15388210045346,303.0872304337291,28889
831,1040,1262,986,1952,1677,1790,1278,1110,1217,857,611,437,91,20,42,738,1004,1225,1636,881,1306,1644,2047,982,463,460,289,237,561,20,22,-1213,2443,8108,-38,736,-237,101.72278520685332,293.42122858336813,28716
763,1009,1216,1017,2043,1775,1893,1410,1216,1284,920,656,474,97,21,46,585,908,1163,1492,722,1132,1496,1857,1068,509,499,328,245,615,21,22,-1213,2443,8108,-38,736,-237,102.3797628236615,282.1642340888359,28502
726,976,1184,1044,2142,1856,1973,1530,1297,1344,973,697,489,99,21,56,450,826,1094,1346,589,993,1395,1692,1147,558,536,387,264,661,20,22,-1249,2405,8062,-117,664,-286,102.777644696516,272.1507027864868,28387
679,920,1131,1072,2205,1911,2076,1643,1376,1395,1033,755,517,103,21,51,326,770,1038,1187,476,870,1255,1536,1222,610,577,431,270,709,21,22,-1273,2418,8003,-230,589,-339,103.13228516732842,262.3975645207033,28208
622,870,1079,1091,2257,1956,2165,1752,1451,1449,1090,821,551,109,21,54,221,717,986,1009,385,752,1133,1401,1299,674,625,483,285,769,21,23,-1295,2302,8056,-329,464,-339,103.24337683581663,252.75025781444472,28121
574,805,1015,1106,2292,1988,2243,1851,1496,1485,1157,881,603,117,21,64,146,674,937,858,290,638,1022,1257,1364,733,663,570,316,824,21,24,-1347,2243,8114,-246,505,-301,103.17219546994828,243.3481719279472,28035
538,764,960,1115,2318,2055,2319,1982,1548,1537,1220,974,630,126,21,70,80,595,888,714,202,528,938,1102,1432,790,705,621,325,869,21,24,-1347,2243,8114,-246,505,-301,103.47617007604156,234.3938274249402,28011
513,707,897,1144,2385,2073,2360,2114,1580,1575,1288,1048,662,142,21,80,44,561,820,554,106,450,1443,955,1479,861,767,673,340,928,21,25,-1357,2301,8052,-136,566,-296,102.51364621190942,229.52465403969808,28616
492,647,827,1154,2411,2099,2479,2216,1592,1590,1365,1129,718,150,21,99,20,527,755,375,59,368,768,800,1524,951,825,778,369,994,21,26,-1351,2333,8023,-155,599,-353,103.13726953000106,217.31052612881453,28149
454,572,746,1127,2379,2100,2526,2365,1594,1633,1446,1230,742,175,21,110,20,480,686,238,34,295,701,658,1567,1060,900,867,401,1065,21,28,-1400,2315,8051,-267,689,-412,102.68643107538684,209.4449205056478,28241
408,479,623,1093,2339,2096,2582,2514,1645,1667,1557,1288,797,191,21,125,19,413,608,113,20,207,602,493,1616,1179,990,1012,435,1104,21,31,-1439,2279,8173,-418,923,-499,101.9596648755656,200.40177813914028,28288
350,381,466,1015,2312,2099,2764,2676,1696,1723,1723,1318,827,228,21,145,19,341,490,41,19,117,430,259,1635,1309,1099,1179,470,1189,21,41,-1397,2402,8338,-571,1311,-618,101.33058127662572,189.99987677358027,28403
289,261,252,921,2236,2096,2935,2824,1695,1800,1913,1325,901,269,21,161,19,233,347,20,19,34,519,88,1695,1449,1222,1357,522,1257,29,64,-1397,2402,8338,-571,1311,-618,99.92524241476384,181.4549751503145,28773
187,141,104,782,2170,2045,3076,2904,1772,1887,2083,1356,918,297,21,226,19,108,183,19,19,19,46,20,1742,1587,1339,1501,593,1329,31,73,-1651,2262,8417,-714,1933,-833,99.18138266251704,170.2200405636955,28597
67,30,25,663,2034,1984,3094,2864,1811,1957,2222,1385,1025,328,31,265,19,39,31,19,19,19,32,20,1822,1697,1422,1613,670,1378,30,102,-1245,2243,8510,-776,2986,-1326,97.46834627572518,164.04065536093603,28717
27,20,20,484,1923,1929,3033,2808,1856,1944,2242,1418,1077,351,22,323,19,19,19,19,18,19,21,20,1834,1748,1423,1760,737,1429,22,126,-1867,2312,9130,-832,4442,-1532,96.21121560431904,160.98284569836295,28710
20,20,20,264,1818,1788,2960,2777,1861,1906,2251,1494,1071,407,22,345,19,19,19,19,19,19,21,20,1839,1790,1413,1893,830,1493,22,162,-2108,2286,8977,-698,5874,-1746,94.89346982984522,158.2709723629503,28621
20,20,20,60,1681,1715,2771,2702,1859,1871,2271,1526,1184,447,22,402,19,19,19,19,19,19,22,20,1849,1833,1390,2018,891,1553,23,213,-2229,1638,9257,-965,8234,-1898,93.38077692388671,154.97490963961118,28497
20,20,20,21,1567,1611,2379,2644,1843,1855,2289,1545,1249,498,24,440,19,19,19,19,18,19,23,20,1865,1855,1365,2042,959,1592,24,238,-2229,1638,9257,-965,8234,-1898,92.07014330927063,152.19705913729953,28121
20,20,20,21,1433,1481,1762,2595,1851,1832,2317,1534,1324,543,26,489,19,19,19,19,18,19,25,20,1898,1898,1318,2068,1018,1690,26,255,-2833,2736,9689,-1282,11798,-2325,90.2058919447766,148.63044896184368,27597
20,20,20,21,1236,1285,1245,2492,1834,1765,2334,1508,1418,592,27,542,19,19,19,19,19,19,27,20,1836,1939,1298,2106,1084,1833,29,270,-3338,3880,11679,-1285,15279,-3432,87.99895968790638,144.85127252461453,26915
20,20,20,21,1130,1110,764,2373,1816,1644,2308,1456,1475,615,28,602,19,19,19,19,19,19,29,20,1871,2056,1333,2116,1100,1921,29,285,-4197,3916,12135,-2199,19584,-5262,85.57906454559294,141.82851271121936,26276
20,20,20,21,1121,1029,141,2059,1771,1503,2114,1405,1493,608,31,714,19,19,19,20,19,19,31,21,1890,2055,1461,2104,1111,1941,29,342,-6849,6279,12804,-4465,24349,-7836,82.74310687326182,138.2546881207787,25170
20,20,20,22,1149,977,295,1689,1618,1462,1979,1246,1397,604,31,807,19,20,19,20,19,19,31,22,1930,1965,1578,2059,1193,1921,31,414,-6849,6279,12804,-4465,24349,-7836,81.37615872499593,138.0876768580257,24596
20,21,20,24,1046,968,32,1191,1362,1392,1738,905,1295,349,31,895,20,21,20,22,19,21,31,23,1972,1779,1668,1773,1360,1939,31,543,-10948,4275,20505,-5560,26668,-10011,77.96478185610935,135.7814344680662,22531
21,22,21,29,879,591,31,742,1012,1281,1529,741,1034,101,32,539,22,25,21,25,20,23,32,25,1781,1294,1421,988,1416,1860,31,547,-13388,7601,22147,-3420,26558,-10624,76.19080833700926,135.76830613145123,18136
25,24,24,36,853,193,31,247,329,1127,1214,120,890,26,31,30,25,27,25,30,23,26,32,30,1306,601,655,248,700,1278,31,146,-6090,6579,16391,-1037,23049,-10680,75.40258114225176,146.163488394491,10383
31,29,30,41,848,29,32,31,31,420,314,30,335,31,31,31,32,30,30,31,27,32,32,31,31,31,31,31,28,39,31,32,1177,9835,14143,1482,17884,-11081,93.67543859649123,190.39616899391336,2793
31,31,31,42,31,31,32,31,31,31,31,37,31,31,32,31,31,32,31,33,31,32,32,31,32,31,31,31,31,31,31,31,7806,8062,13923,6330,11601,-11706,92.39380530973452,232.7733529990167,1017
32,31,31,40,32,32,31,31,31,32,31,36,31,32,31,31,32,32,31,33,31,32,31,31,32,32,31,30,32,31,31,31,7806,8062,13923,6330,11601,-11706,92.39390962671904,232.6777996070727,1018
32,31,31,41,31,32,32,31,31,31,32,36,31,31,32,32,31,31,31,33,31,31,31,31,31,31,32,31,31,31,31,32,4312,13026,23277,8926,1156,-10321,92.4346116027532,231.97787610619469,1017
31,31,31,40,31,32,31,31,31,32,31,36,32,32,31,31,31,31,32,33,31,32,32,32,32,32,32,30,32,31,32,32,7346,3841,7873,5803,-8640,-6840,92.13124387855044,232.24387855044077,1021
31,31,32,41,31,31,32,31,32,32,32,36,31,31,31,31,31,32,31,33,31,32,32,31,31,32,32,31,31,31,31,31,3323,4104,5134,31,-10650,-3641,92.26889106967616,232.93621197252207,1019
32,32,31,40,32,32,32,31,31,31,32,37,31,31,31,31,31,32,31,34,31,32,31,31,31,32,31,30,31,32,31,31,2787,6231,4169,-1376,-10433,-662,92.50883218842002,232.9641805691855,1019
32,32,32,41,31,31,32,31,32,31,31,36,31,31,32,32,31,31,32,33,32,31,32,31,31,31,32,31,32,32,32,31,1624,6654,4961,2925,-11038,2286,92.27565982404693,232.61436950146629,1023
32,31,32,40,31,32,31,31,31,31,31,36,32,31,31,32,32,32,31,33,28,31,31,31,31,31,31,30,31,31,31,31,1624,6654,4961,2925,-11038,2286,92.63353115727004,232.09841740850644,1011
31,32,31,40,31,32,31,31,31,31,32,36,31,32,31,31,32,31,31,33,31,31,32,31,32,31,31,30,32,31,31,31,514,4496,7098,6767,-12484,5184,92.41231527093596,232.63103448275865,1015
31,31,32,40,124,31,31,31,32,32,31,31,30,31,32,31,32,32,31,31,31,32,32,31,31,31,31,31,31,31,31,31,-424,3509,8240,6020,-14282,7718,92.72207084468666,231.0835603996367,1101
32,31,31,40,155,32,31,32,31,31,31,30,31,31,31,32,31,32,31,30,30,32,32,31,31,31,31,30,30,31,31,31,-1544,4551,8989,4888,-15683,9308,93.04214729370008,229.84205856255545,1127
31,32,31,41,226,31,32,31,31,31,31,31,30,31,32,31,32,32,31,30,30,31,32,32,32,32,31,31,30,31,32,31,-3005,4767,10272,6519,-16817,9869,93.32585203657524,228.5286783042394,1203
31,31,32,41,271,31,32,32,31,31,31,30,30,32,32,32,31,31,31,31,31,31,32,31,31,31,31,30,31,31,31,31,-4621,3790,12178,8854,-17708,9696,93.73996789727128,227.50882825040128,1246
31,31,31,40,341,31,32,31,32,31,32,30,30,32,31,31,31,31,31,30,30,32,31,31,31,31,31,30,30,31,32,31,-4621,3790,12178,8854,-17708,9696,93.94813119755912,226.0171624713959,1311
32,31,31,41,447,31,32,32,32,31,32,30,30,31,31,32,31,31,31,31,29,32,31,31,31,31,32,30,30,32,32,32,-5860,3310,13927,9725,-18324,9067,94.44378074490513,224.1988756148981,1423
32,31,31,41,465,31,32,31,31,32,31,31,29,31,31,31,32,31,31,31,30,31,31,31,31,31,32,31,30,31,31,31,-7333,3618,15594,9325,-18583,8635,94.59185803757828,224.71363952679192,1437
31,31,31,41,473,31,31,32,31,31,31,31,30,32,32,31,32,31,32,30,29,31,32,32,31,32,32,31,30,32,32,31,-9155,4881,17712,8631,-18702,9210,94.4548275862069,224.0668965517241,1450
31,31,31,40,502,31,32,31,31,31,32,30,29,31,31,32,31,31,31,30,29,31,32,31,32,32,32,31,29,31,31,31,-12658,5398,19989,8423,-18518,11073,94.56152277362338,223.70598232494905,1471
31,31,31,41,553,31,31,31,31,31,32,29,30,31,31,31,32,31,32,30,29,32,32,31,32,31,32,30,29,31,32,32,-12658,5398,19989,8423,-18518,11073,94.69783464566927,223.51771653543307,1524
31,31,32,41,756,32,31,31,31,31,31,30,28,32,31,31,32,31,32,30,28,31,31,32,31,32,31,31,28,31,31,32,-17983,4510,21897,9386,-18235,12500,95.5635150812065,221.4040023201856,1724
31,32,32,40,952,31,31,31,32,31,31,30,28,32,31,32,31,32,31,31,28,31,31,32,31,32,31,31,28,31,31,32,-23291,505,16110,9334,-17210,11913,95.9994794377928,219.60203019260803,1921
31,31,31,40,1078,31,32,31,32,128,31,30,27,32,31,31,32,31,31,30,27,32,31,32,32,30,31,31,28,32,31,31,-27534,-3516,8222,8820,-13628,9128,97.1299672744273,216.4810659186536,2139
31,30,31,40,1207,31,167,31,31,310,175,30,27,31,30,32,31,30,30,31,27,32,31,32,32,30,31,31,27,32,31,31,-32764,-10091,2406,10313,-9098,5683,99.32298934998164,211.6549761292692,2723
32,29,30,41,1396,31,203,32,31,520,452,30,26,32,30,31,31,29,30,31,26,31,31,32,31,29,30,30,26,31,31,31,-32764,-17299,-2146,6293,-2004,2691,98.88631056625805,206.0558960887332,3426
31,30,30,41,1348,32,195,32,31,479,346,31,26,32,31,31,31,29,31,31,27,31,30,32,32,30,30,31,27,31,31,32,-32764,-17299,-2146,6293,-2004,2691,99.31033415841584,207.3118811881188,3232
31,31,31,41,1181,31,159,31,31,216,31,31,27,31,31,32,31,31,31,30,27,31,31,31,31,30,31,31,27,31,31,32,-26616,-9852,4332,-3150,5952,604,100.10925397472482,215.1875254790053,2453
31,31,31,41,1151,31,173,31,31,31,32,30,27,30,31,31,31,31,34,32,28,31,32,562,31,32,30,30,28,32,30,28,-1549,3894,28400,-6941,10078,-214,97.1685816876122,266.2964093357271,2785
26,31,983,32,304,33,202,24,26,31,22,25,28,29,30,24,1785,54,1601,1874,1113,788,33,2220,18,31,22,24,25,27,30,23,6123,-4860,-3031,-8316,4605,-42,98.05135440180588,429.5266973432888,11518
23,284,1366,26,24,253,298,22,22,28,19,22,23,24,28,21,2685,752,1896,2723,2404,2111,561,2927,19,28,21,21,22,23,28,21,-2140,-151,12697,-7637,9911,-2907,94.20096128170894,436.65791722296393,18725
22,922,1471,24,22,362,447,21,21,23,18,21,22,21,24,20,3013,1454,2025,3097,2815,2575,1821,3212,19,22,20,21,21,21,23,20,-3777,2059,18733,-3387,11478,-4134,93.02696700507614,431.6304357021996,23640
53,1544,1597,24,134,568,480,22,20,167,18,20,20,20,22,20,3043,1424,2043,3229,2750,2637,2347,3289,19,20,19,20,21,20,21,20,-3777,2059,18733,-3387,11478,-4134,94.25749483450936,424.89290865853184,25651
584,1553,1658,199,585,986,895,235,20,473,27,20,21,20,20,20,2696,1444,2022,3058,2528,2381,2260,3100,19,20,19,20,20,19,20,20,-4256,7168,15841,-3854,9159,-2159,98.11295527038054,404.6215043394407,26962
897,1493,1648,503,1031,1298,1211,420,75,587,109,19,20,20,20,20,2429,1483,1962,2853,2196,2210,2169,2969,40,19,19,20,20,19,20,19,-1826,2727,11005,-5702,5975,-938,100.81335825724352,388.1230498238551,27818
1020,1386,1610,731,1419,1398,1318,541,219,704,207,20,20,20,20,20,2151,1490,1925,2714,1966,2159,2133,2891,181,19,19,20,19,38,20,20,-1827,2616,9235,-4641,2764,-605,101.63384122739107,375.379988035752,28418
1066,1368,1563,833,1602,1412,1406,641,323,779,323,58,20,20,20,20,1932,1472,1835,2591,1857,2079,2078,2821,267,53,75,20,19,129,20,20,-1616,2386,9085,-2433,794,-336,101.8320277139475,365.53936007241833,28722
1054,1304,1480,872,1671,1385,1432,687,418,811,422,112,40,40,20,20,1845,1446,1748,2478,1806,2042,2077,2798,303,116,160,65,19,183,20,20,-1616,2386,9085,-2433,794,-336,101.27640686647749,358.7683429085623,28894
1037,1272,1428,892,1692,1388,1453,726,481,837,488,157,62,43,20,20,1740,1417,1687,2409,1751,2000,2058,2756,371,164,210,79,34,222,20,20,-1279,2205,8640,-1053,227,-215,100.99725236745697,353.2905405405405,28934
1033,1246,1400,907,1719,1407,1488,762,546,890,526,187,79,53,20,20,1616,1379,1650,2345,1699,1939,2033,2721,441,188,234,98,49,246,20,20,-1162,2334,8280,-361,248,-166,100.96690376713512,348.118331549325,28961
1041,1222,1374,927,1765,1448,1535,809,597,929,577,228,96,55,20,20,1514,1341,1601,2259,1598,1880,1975,2650,480,210,257,112,53,256,20,20,-1154,2339,8248,-102,379,-174,101.2531088711074,342.7639682704631,28869
1050,1209,1359,970,1832,1504,1591,864,660,963,615,259,121,63,20,21,1396,1306,1553,2170,1491,1791,1904,2586,517,226,281,117,65,278,20,20,-1170,2341,8152,76,533,-181,101.70274443133717,336.753799181181,28822
1068,1197,1349,1014,1922,1570,1653,918,704,1005,652,289,135,68,20,21,1294,1246,1503,2079,1365,1700,1832,2514,560,254,301,135,71,291,20,20,-1170,2452,8064,77,583,-181,102.2157455683003,330.64023288147376,28770
1081,1179,1334,1066,2008,1646,1724,977,750,1041,691,319,153,73,20,21,1180,1196,1440,1952,1241,1591,1735,2427,598,284,333,154,69,312,20,20,-1170,2452,8064,77,583,-181,102.77656713811768,323.8774227344159,28635
1076,1156,1314,1117,2090,1722,1805,1038,800,1087,734,350,180,75,20,21,1083,1146,1379,1838,1104,1467,1626,2329,645,304,369,167,83,327,20,20,-1177,2412,7977,-18,569,-199,103.40132317843606,316.6873508353222,28492
1051,1132,1289,1157,2161,1794,1878,1141,873,1130,773,396,212,76,20,21,977,1088,1329,1723,994,1352,1528,2202,690,332,393,190,93,346,20,21,-1215,2400,7977,-125,544,-238,103.98920090198013,309.0186209569445,28382
1029,1115,1266,1196,2219,1862,1938,1207,941,1180,810,429,246,87,21,21,864,1035,1276,1634,894,1256,1457,2113,739,351,429,199,99,379,20,21,-1265,2347,7927,-180,437,-268,104.4187166907846,302.16307838915753,28333
1020,1096,1244,1230,2246,1896,1976,1260,997,1224,840,455,295,87,21,28,760,992,1241,1547,817,1184,1405,2039,786,372,452,210,111,398,20,21,-1234,2290,7954,-222,349,-270,104.6224796604174,296.40679165192785,28270
1016,1064,1211,1256,2237,1925,2009,1312,1055,1279,871,499,371,91,21,35,675,954,1213,1447,734,1112,1355,1938,828,395,482,230,123,439,20,21,-1254,2242,7995,-171,312,-238,104.73127082004396,289.97285420653486,28218
1009,1035,1165,1298,2255,1941,2065,1383,1115,1320,911,555,419,107,21,43,570,917,1173,1356,663,1045,1317,1876,875,420,516,245,159,465,21,22,-1254,2242,7995,-171,312,-238,104.81026801499186,283.4882257266105,28282
984,1012,1132,1309,2263,1979,2111,1486,1192,1357,969,609,477,125,21,48,491,883,1135,1273,607,983,1278,1764,945,466,553,272,173,497,20,22,-1196,2304,8094,-129,319,-218,104.83659797439864,276.7175938950626,28436
951,977,1103,1320,2271,1999,2166,1579,1273,1379,1015,679,508,137,21,55,386,839,1091,1162,550,906,1219,1659,1034,541,586,336,201,568,20,22,-812,2618,7606,-105,330,-197,104.60268623262004,268.95284208314365,28553
924,933,1057,1318,2297,2026,2220,1676,1325,1399,1065,735,539,137,21,66,306,800,1044,1055,483,842,1169,1550,1088,600,626,394,241,617,20,23,-1319,2260,8059,-165,390,-278,104.4130647643027,261.8132081409988,28596
909,905,1010,1339,2298,2042,2187,1814,1366,1422,1119,804,585,154,21,67,212,749,988,915,404,745,1102,1390,1160,659,685,450,270,685,21,24,-1309,2461,7956,-158,509,-291,104.27646398371986,253.24090382793585,28501
872,867,949,1339,2338,2072,2373,1979,1449,1467,1205,894,626,179,21,90,126,691,903,750,291,615,984,1190,1224,727,753,535,305,776,21,30,-1309,2461,7956,-158,509,-291,104.4754896826228,241.86562969170072,28641
821,801,882,1343,2400,2149,2523,2184,1501,1538,1299,1018,695,191,21,106,55,601,802,533,128,432,808,922,1314,820,821,628,353,857,21,27,-1261,2240,8166,-174,739,-346,104.91312862838356,227.61799678254175,28594
735,717,789,1345,2426,2187,2616,2406,1557,1608,1422,1162,746,218,21,128,19,498,671,253,27,259,639,625,1396,939,915,771,403,979,21,36,-1328,2265,8121,-228,1051,-449,104.74642531716547,212.2977325296138,28534
620,597,639,1323,2390,2214,2844,2648,1627,1704,1594,1248,797,255,21,166,19,386,531,64,19,122,406,311,1460,1085,1035,916,442,1059,21,49,-1436,2274,8212,-316,1456,-557,104.5046833496435,198.072784146512,28612
502,403,383,1226,2323,2224,3082,2840,1687,1847,1838,1288,849,303,22,230,19,239,329,20,19,19,89,36,1537,1274,1213,1100,514,1133,22,71,-1489,2552,8351,-497,2096,-717,103.58740978348035,182.76430389456436,28681
